dt_record	Number_of_CH	Image_Size	MAX_Image_Intensity	ImageMeanValue	TimeExp	SunArea	SunMeanIntensity	SunMinIntensity	SunMaxIntensity	SunVarIntensity	SunArea_rel	SunArea_km	Part_of_Mean_Inten	CH_Intensity_threshold	Size_Of_Region	Latitude_Size_Of_Region	RegionShiftX	RegionShiftY	Total_Nubmers_of_CH	Threshold_for_CH_Area_Rate	Threshold_for_CH_Area	CarLon	CHArea	CHMeanIntensity	CHMinIntensity	CHMaxIntensity	CHVarIntensity	LocationMaxHistCH	CHPerimeter	CHCentroidLat	CHCentroidLon	Min_Lat	Max_Lat	Min_Lon	Max_Lon	Inclination	CorrectAlongLat	CorrectAlongLon	RightSideCHMaxInt	LeftSideCHMaxInt	AboveCHMaxInt	BelowCHMaxInt	RightSideCHMeanInt	LeftSideCHMeanInt	AboveCHMeanInt	BelowCHMeanInt	Numbers_of_CH	Total_Area_CH	Relative_CH_Area	Total_CorrectSphereArea_CH	Relative_CH_CorrectSphereArea	fitsname
2014-03-23T03:00:07	1	1024	16383	237,01	1,19	505904	45	4	255	1694,78			0,25	11	85	85	0	0	124	0,4	2024	198	3852	10,3	7	19	1,86	11	579,21	17	25	8	24	19	32	113	1,05	1,03	29	255	27	40	19	66	17	19	2	8259	1,63	13028	1,29	
2014-03-23T04:00:07	0	1024	16383	281,02	1,43	505823	43,57	4	255	1623,86			0,25	10	85	85	0	0	90	0,4	2023	197	3555	7,89	4	15	2,66	7	477,43	-64	-35	-77	-54	-50	-25	-17	1	2,08	30	49	22	79	15	14	13	30	1	3555	0,7	7417	0,74	
2014-03-23T05:00:06	0	1024	16383	390,43	2	505784	43,27	4	255	1630,42			0,25	10	85	85	0	0	88	0,4	2023	197	3628	7,8	4	15	2,85	8	458,94	-64	-34	-78	-54	-49	-24	-16	1	2	29	44	28	72	15	13	13	32	1	3628	0,72	7288	0,72	
2014-03-23T06:00:06	1	1024	16383	393,48	2	505768	43,77	4	255	1676,88			0,25	10	85	85	0	0	108	0,4	2023	196	2177	9,35	7	12	0,63	10	480,01	18	25	10	24	21	33	108	1,08	1,05	35	255	71	26	18	55	19	16	2	5816	1,15	10080	1	
2014-03-23T07:00:30	1	1024	13750	396,57	2	505760	44,18	4	255	1702,93			0,25	11	85	85	0	0	116	0,4	2023	196	3165	9,86	8	13	0,92	10	546,06	17	26	8	24	21	37	116	1,12	1,02	55	255	41	38	27	75	17	19	2	7557	1,49	12723	1,26	
2014-03-23T08:00:06	1	1024	16383	398,85	2	505760	44,48	4	255	1715,87			0,25	11	85	85	0	0	95	0,4	2023	195	2889	10	7	13	0,87	10	564,93	17	27	8	24	22	37	112	1,12	1,03	55	255	46	40	27	73	17	19	2	7258	1,44	12393	1,23	
2014-03-23T09:00:06	1	1024	15121	399,42	2	505776	44,47	4	255	1710,67			0,25	11	85	85	0	0	98	0,4	2023	195	2864	10,06	7	16	0,83	10	528,2	16	27	7	24	23	38	114	1,16	1,02	63	255	63	33	29	75	18	20	2	7705	1,52	13172	1,31	
2014-03-23T10:00:06	1	1024	16383	399,25	2	505800	44,38	4	255	1709,57			0,25	11	85	85	0	0	89	0,4	2023	194	2928	9,97	7	14	0,84	10	567,13	16	28	6	24	23	37	115	1,1	1,02	42	255	62	32	23	75	18	21	2	7690	1,52	12919	1,28	
2014-03-23T11:00:06	1	1024	15776	397,91	2	505824	44,25	4	255	1690,21			0,25	11	85	85	0	0	101	0,4	2023	193	2839	9,87	7	12	0,86	10	464,6	16	28	7	24	24	36	112	1,08	1,03	30	255	61	31	18	77	18	21	2	7720	1,53	13168	1,31	
2014-03-23T12:00:06	1	1024	16383	398,22	2	505888	44,28	3	255	1691,04			0,25	11	85	85	0	0	97	0,4	2024	193	2877	10,03	8	14	0,86	10	548,2	16	29	7	24	24	36	115	1,08	1,02	29	255	52	32	18	73	18	21	2	7701	1,52	13059	1,29	
2014-03-23T13:00:06	1	1024	16383	397,3	2	505984	44,3	3	255	1669,23			0,25	11	85	85	0	0	114	0,4	2024	192	2554	10,17	7	16	0,96	10	513,13	16	30	7	23	26	37	113	1,13	1,02	36	255	57	34	19	60	20	21	2	7322	1,45	12978	1,29	
2014-03-23T14:00:06	1	1024	14021	395,15	2	506008	44,01	3	255	1623,27			0,25	11	85	85	0	0	96	0,4	2024	192	2563	10,19	7	16	0,83	10	521,47	16	30	6	24	26	38	112	1,12	1,02	59	255	55	35	19	72	20	21	2	7311	1,44	12499	1,24	
2014-03-23T15:00:06	1	1024	16383	396,31	2	506096	44,12	3	255	1634,84			0,25	11	85	85	0	0	106	0,4	2024	191	2495	10,13	8	18	0,97	11	546,1	17	30	7	24	26	38	109	1,11	1,03	73	255	60	34	19	80	20	20	2	7136	1,41	12602	1,25	
2014-03-23T16:00:06	1	1024	13726	396,61	2	506104	44,24	4	255	1632,54			0,25	11	85	85	0	0	100	0,4	2024	191	2294	10,15	8	19	0,8	11	548,64	17	31	7	24	27	38	110	1,12	1,03	48	255	55	34	19	79	20	20	2	7109	1,4	12415	1,23	
2014-03-23T17:00:06	1	1024	12779	395,8	2	506128	44,08	3	255	1596,83			0,25	11	85	85	0	0	98	0,4	2025	190	2171	10,2	8	21	0,96	10	414,07	17	31	8	24	27	39	112	1,14	1,02	79	255	44	31	20	82	21	20	2	7012	1,39	12346	1,22	
2014-03-23T18:00:06	2	1024	16383	395,66	2	506136	44	4	255	1592,32			0,25	11	85	85	0	0	95	0,4	2025	190	2393	10,13	8	13	0,67	10	510,74	16	32	7	24	27	39	111	1,14	1,03	46	255	42	34	19	81	20	20	3	10083	1,99	16794	1,66	
2014-03-23T19:00:06	2	1024	14998	395,6	2	506128	44,16	4	255	1614,47			0,25	11	85	85	0	0	96	0,4	2025	189	2202	10,27	8	13	0,59	11	548,1	17	33	8	24	28	39	112	1,12	1,02	39	255	35	32	18	73	18	19	3	10359	2,05	17334	1,72	
2014-03-23T20:00:06	1	1024	13937	397,43	2	506112	44,72	3	255	1662,25			0,25	11	85	85	0	0	92	0,4	2024	188	2365	10,17	8	14	0,88	10	431,87	39	43	29	48	37	53	118	1,15	1,26	47	27	73	44	21	15	30	19	2	7396	1,46	13573	1,35	
2014-03-23T21:00:30	0	1024	16319	398,07	2	506096	44,81	3	255	1693,35			0,25	11	85	85	0	0	95	0,4	2024	188	4968	7,99	3	34	7,69	5	532,54	-65	-25	-78	-52	-55	-15	-11	1,01	1,96	40	39	28	62	16	15	18	22	1	4968	0,98	9825	0,97	
2014-03-23T22:00:06	0	1024	14208	397,63	2	506000	44,87	4	255	1686,27			0,25	11	85	85	0	0	92	0,4	2024	187	5003	7,93	4	27	7,32	5	509,43	-65	-25	-77	-52	-55	-14	-9	1,02	1,96	36	29	26	42	17	14	18	20	1	5003	0,99	10053	1	
2014-03-23T23:00:06	0	1024	14738	394,95	2	505968	44,61	3	255	1633,65			0,25	11	85	85	0	0	89	0,4	2024	187	4972	7,92	3	30	7,3	5	530,98	-65	-24	-77	-51	-61	-14	-8	1,04	1,9	30	30	26	39	16	15	18	21	1	4972	0,98	9859	0,98	
2014-03-24T00:00:06	1	1024	14754	393,57	2	505832	44,45	3	255	1608,07			0,25	11	85	85	0	0	97	0,4	2023	186	2442	9,93	7	14	0,91	10	564,93	-38	-14	-43	-34	-25	0	14	1,06	1,13	64	24	38	38	18	16	19	21	2	7487	1,48	12822	1,27	
2014-03-24T01:00:06	1	1024	16383	393,61	2	505776	44,47	3	255	1620,97			0,25	11	85	85	0	0	93	0,4	2023	186	2661	9,84	7	13	1,16	11	588,1	-38	-14	-43	-33	-25	0	9	1,04	1,14	47	27	53	37	17	15	18	21	2	7788	1,54	13197	1,31	
2014-03-24T02:00:06	1	1024	14745	394,87	2	505728	44,62	3	255	1633			0,25	11	85	85	0	0	98	0,4	2023	185	2860	10,03	7	20	1,71	10	530,2	-38	-13	-43	-33	-25	1	14	1,06	1,13	51	25	34	36	17	15	18	21	2	8201	1,62	13712	1,36	
2014-03-24T03:00:06	1	1024	14738	397,04	2	505664	45,11	3	255	1694			0,25	11	85	85	0	0	120	0,4	2023	185	2293	9,83	7	19	2,01	9	362,86	-38	-16	-42	-34	-24	-6	18	1,09	1,13	36	21	23	36	17	15	17	19	2	7794	1,54	13405	1,33	
2014-03-24T04:00:06	1	1024	12900	399,06	2	505592	45,34	3	255	1735,81			0,25	11	85	85	0	0	89	0,4	2022	184	2362	9,78	7	22	2,2	9	390,76	-38	-15	-42	-35	-23	-6	9	1,06	1,19	33	23	22	35	17	15	16	20	2	8201	1,62	18884	1,87	
2014-03-24T05:00:06	1	1024	10622	400,72	2	505560	45,44	3	255	1744,9			0,25	11	85	85	0	0	102	0,4	2022	184	2651	9,83	7	22	2,94	9	358,86	-39	-15	-43	-35	-23	-6	8	1,05	1,17	34	22	22	46	17	15	16	18	2	8718	1,72	19732	1,96	
2014-03-24T06:00:06	1	1024	15119	398,34	2	505536	45,14	3	255	1690,43			0,25	11	85	85	0	0	113	0,4	2022	183	2697	9,94	7	21	3,05	9	373,65	-38	-14	-43	-34	-22	-5	12	1,06	1,13	28	22	31	32	16	15	16	18	2	8928	1,77	15363	1,52	
2014-03-24T07:00:06	1	1024	13440	394,99	2	505496	44,88	3	255	1648,22			0,25	11	85	85	0	0	98	0,4	2022	182	3293	9,67	7	20	1,82	10	575,75	-38	-11	-43	-33	-21	2	9	1,03	1,12	30	44	24	30	14	15	16	19	2	9687	1,92	17632	1,75	
2014-03-24T08:00:06	1	1024	14078	391,83	2	505504	44,56	3	255	1599,68			0,25	11	85	85	0	0	107	0,4	2022	182	3365	9,81	7	19	1,61	10	552,1	-38	-10	-43	-33	-20	2	9	1,03	1,11	32	37	26	37	14	16	16	20	2	9735	1,93	16522	1,64	
2014-03-24T09:00:06	1	1024	14077	391,1	2	505544	44,5	3	255	1592,56			0,25	11	85	85	0	0	114	0,4	2022	181	3171	9,69	7	27	1,58	10	477,09	-38	-9	-43	-33	-18	3	10	1,03	1,1	38	30	27	34	15	15	16	21	2	9668	1,91	20880	2,07	
2014-03-24T10:00:06	1	1024	12965	391,6	2	505576	44,49	3	255	1595,67			0,25	11	85	85	0	0	113	0,4	2022	181	3192	9,66	7	14	1,25	10	473,19	-38	-8	-43	-33	-18	3	10	1,02	1,09	35	26	26	37	15	15	15	20	2	9828	1,94	21346	2,12	
2014-03-24T11:00:06	1	1024	13455	390,85	2	505600	44,41	3	255	1579,38			0,25	11	85	85	0	0	125	0,4	2022	180	3124	9,82	7	19	1,3	10	472,36	-38	-7	-42	-33	-17	4	9	1,02	1,09	33	22	25	33	15	15	15	20	2	9891	1,96	22381	2,22	
2014-03-24T12:00:06	1	1024	12429	389,48	2	505664	44,19	3	255	1561,08			0,25	11	85	85	0	0	108	0,4	2023	180	3069	9,66	7	13	0,99	9	485,43	-38	-7	-43	-33	-17	4	7	1,02	1,09	34	25	23	30	15	15	15	20	2	9608	1,9	21250	2,11	
2014-03-24T13:00:06	1	1024	14876	389,95	2	505720	44,07	3	255	1590,85			0,25	11	85	85	0	0	129	0,4	2023	179	3053	9,56	7	14	1,17	10	430,9	-38	-7	-43	-33	-17	5	11	1,02	1,08	37	22	24	36	15	15	15	21	2	9588	1,9	20200	2	
2014-03-24T14:00:06	1	1024	14312	389,73	2	505760	44	3	255	1586,76			0,25	10	85	85	0	0	76	0,4	2023	179	2556	9,14	7	16	0,84	10	540,78	-38	-6	-42	-33	-16	5	10	1,02	1,08	36	25	23	44	14	15	14	21	2	8526	1,69	17230	1,71	
2014-03-24T15:00:06	1	1024	16129	391,92	2	505776	44,21	3	255	1604,14			0,25	11	85	85	0	0	119	0,4	2023	178	3097	9,48	6	13	1,42	10	521,03	-38	-6	-43	-33	-16	7	4	1,01	1,08	62	24	22	52	16	15	14	22	2	9956	1,97	20388	2,02	
2014-03-24T16:00:06	1	1024	15824	389,66	2	505808	43,78	3	255	1540,33			0,25	10	85	85	0	0	86	0,4	2023	177	2573	8,98	6	22	1,03	9	479,43	-38	-5	-42	-33	-14	6	9	1,01	1,06	35	22	20	53	13	14	14	23	2	8758	1,73	17165	1,7	
2014-03-24T17:00:06	1	1024	13329	388,63	2	505824	43,72	3	255	1521,7			0,25	10	85	85	0	0	92	0,4	2023	177	2376	8,95	6	16	0,92	9	390,03	-37	-3	-42	-33	-13	7	15	1,02	1,06	36	23	21	63	13	14	14	24	2	8784	1,74	17572	1,74	
2014-03-24T18:00:06	1	1024	16383	387,65	2	505832	43,7	3	255	1492,38			0,25	10	85	85	0	0	82	0,4	2023	176	2285	8,9	7	16	0,8	9	373,89	-37	-2	-42	-33	-12	8	14	1,02	1,06	34	21	27	63	15	14	14	23	2	8767	1,73	16573	1,64	
2014-03-24T19:00:06	1	1024	15177	389,73	2	505824	44,1	3	255	1506,66			0,25	11	85	85	0	0	117	0,4	2023	176	2679	9,42	7	14	1,19	10	353,89	-38	-2	-42	-33	-12	9	13	1,01	1,06	39	20	20	60	14	14	14	25	2	10113	2	20840	2,07	
2014-03-24T20:00:06	1	1024	15979	393,33	2	505808	45	4	255	1535,87			0,25	11	85	85	0	0	86	0,4	2023	175	2248	9,89	7	12	0,81	10	370,23	-38	-2	-42	-34	-11	9	14	1,01	1,05	42	20	21	81	16	14	14	26	2	9275	1,83	17887	1,77	
2014-03-24T21:00:30	2	1024	13386	393,16	2	505776	44,81	3	255	1555,9			0,25	11	85	85	0	0	87	0,4	2023	175	2120	10,14	7	17	0,97	11	659,8	-34	-42	-43	-24	-58	-31	47	1,48	1,24	23	46	242	32	15	29	95	15	3	12038	2,38	23678	2,35	
2014-03-24T22:00:06	2	1024	14962	392,57	2	505736	44,77	3	255	1555,53			0,25	11	85	85	0	0	100	0,4	2023	174	2373	9,95	6	15	1,05	10	778,26	-34	-42	-42	-24	-58	-30	45	1,48	1,24	26	46	238	29	16	29	93	15	3	12425	2,46	24641	2,44	
2014-03-24T23:00:06	1	1024	13423	391,52	2	505680	44,73	3	255	1551,7			0,25	11	85	85	0	0	120	0,4	2023	174	2658	9,64	7	14	1,15	9	421,45	-38	1	-42	-34	-9	11	12	1,01	1,04	41	21	25	69	16	15	14	25	2	10097	2	20519	2,04	
2014-03-25T00:00:06	2	1024	14853	394,25	2	505632	45,08	3	255	1600,53			0,25	11	85	85	0	0	129	0,4	2023	173	2350	9,82	6	14	1,34	11	734,02	-34	-41	-41	-23	-57	-29	48	1,44	1,41	29	65	255	28	16	30	104	15	3	12390	2,45	24423	2,42	
2014-03-25T01:00:06	1	1024	14110	394,36	2	505552	45,27	3	255	1616,49			0,25	11	85	85	0	0	117	0,4	2022	173	2595	9,86	7	18	1,88	9	381,79	-38	2	-42	-34	-8	13	15	1,01	1,06	49	25	20	49	16	15	14	23	2	10025	1,98	18703	1,86	
2014-03-25T02:00:06	1	1024	15204	395,03	2	505448	45,49	4	255	1653,77			0,25	11	85	85	0	0	108	0,4	2022	172	2628	9,79	7	18	1,59	10	439,73	-38	3	-42	-34	-8	15	12	1,01	1,05	69	25	20	41	21	15	14	21	2	10154	2,01	18410	1,83	
2014-03-25T03:00:06	1	1024	13634	394,17	2	505384	45,33	4	255	1653,22			0,25	11	85	85	0	0	138	0,4	2022	171	2725	9,74	7	13	1,25	11	632,04	-38	3	-42	-34	-8	17	-1	1,01	1,03	70	41	29	42	22	14	14	21	2	10142	2,01	17572	1,74	
2014-03-25T04:00:06	2	1024	14284	395,71	2	505312	45,38	3	255	1678,17			0,25	11	85	85	0	0	131	0,4	2021	171	2174	9,79	7	16	1,56	10	326,82	-38	2	-43	-34	-7	10	21	1,02	1,04	19	23	28	35	11	14	14	20	3	12521	2,48	21261	2,11	
2014-03-25T05:00:06	1	1024	15283	396,65	2	505256	45,47	4	255	1711,8			0,25	11	85	85	0	0	119	0,4	2021	170	3044	9,79	6	16	1,39	10	589,03	-38	5	-43	-34	-6	22	7	1,01	1,04	80	25	22	29	19	14	14	19	2	10174	2,01	15841	1,57	
2014-03-25T06:00:06	1	1024	14878	393,88	2	505240	45,09	3	255	1677,47			0,25	11	85	85	0	0	128	0,4	2021	170	3173	9,77	6	15	1,49	10	593,8	-38	5	-43	-34	-6	19	-2	1,01	1,06	78	25	21	29	22	14	13	20	2	10259	2,03	16972	1,69	
2014-03-25T07:00:06	1	1024	15452	395,21	2	505200	45,36	4	255	1716,54			0,25	11	85	85	0	0	115	0,4	2021	169	3546	9,79	7	16	1,46	10	667,94	-38	6	-43	-34	-6	24	-3	1,02	1,06	104	29	19	30	20	14	13	19	2	10277	2,03	16867	1,67	
2014-03-25T08:00:06	2	1024	15806	397,12	2	505216	45,63	4	255	1738,05			0,25	11	85	85	0	0	108	0,4	2021	169	3358	9,95	6	18	1,32	11	806,75	-37	-38	-50	-28	-44	-33	90	1,11	1,27	24	39	75	44	13	16	26	17	3	13266	2,63	20856	2,07	
2014-03-25T09:00:42	2	1024	15848	397,55	2	505248	45,72	4	255	1721,21			0,25	11	85	85	0	0	111	0,4	2021	168	2564	9,86	6	19	1,56	10	612,38	-35	-35	-42	-27	-44	-30	84	1,13	1,21	26	49	60	20	14	25	28	12	3	11717	2,32	18909	1,88	
2014-03-25T10:00:06	2	1024	15516	400,2	2	505272	46,12	4	255	1762,57			0,25	11	85	85	0	0	130	0,4	2021	168	2648	10,04	7	26	1,65	10	542,78	-39	-37	-50	-29	-46	-30	87	1,42	1,3	22	40	42	47	14	14	17	17	3	12723	2,52	21646	2,15	
2014-03-25T11:00:06	2	1024	15512	400,63	2	505328	46,21	4	255	1782,78			0,25	11	85	85	0	0	113	0,4	2021	167	3596	9,86	6	19	1,58	10	864,39	-37	-36	-51	-27	-43	-29	87	1,27	1,28	23	34	59	39	14	14	28	19	3	13904	2,75	22432	2,23	
2014-03-25T12:00:30	2	1024	15001	401,08	2	505376	46,25	4	255	1806,79			0,25	11	85	85	0	0	125	0,4	2022	166	3775	9,46	6	13	1,43	10	744,06	-37	10	-42	-32	-3	27	0	1,03	1,07	108	21	20	30	21	13	13	18	3	14537	2,88	24090	2,39	
2014-03-25T13:00:06	2	1024	14526	398,63	2	505432	45,99	3	255	1770,09			0,25	11	85	85	0	0	118	0,4	2022	166	3761	9,6	7	19	2,38	9	580,78	-37	10	-42	-33	-3	27	0	1,03	1,06	92	20	21	27	21	12	14	18	3	15087	2,98	23084	2,29	
2014-03-25T14:00:18	2	1024	14475	397,26	2	505488	45,77	3	255	1735,22			0,25	11	85	85	0	0	123	0,4	2022	165	3984	9,51	6	14	1,56	11	806,31	-37	9	-42	-33	-8	28	-8	1,04	1,06	128	28	20	26	23	12	14	19	3	15320	3,03	23433	2,33	
2014-03-25T15:00:06	2	1024	12067	395,2	2	505560	45,54	3	255	1712,22			0,25	11	85	85	0	0	146	0,4	2022	165	4013	9,6	6	16	1,49	11	772,65	-37	9	-42	-33	-7	29	-6	1,04	1,04	86	19	23	49	22	12	15	19	3	15080	2,98	23607	2,34	
2014-03-25T16:00:06	2	1024	14014	396,69	2	505584	46,03	4	255	1748,68			0,25	11	85	85	0	0	128	0,4	2022	164	3808	9,55	6	14	1,44	9	725,44	-37	10	-42	-34	-7	30	-8	1,04	1,08	72	27	31	30	22	12	15	19	3	16009	3,17	24856	2,47	
2014-03-25T17:00:06	2	1024	12890	399,26	2	505616	46,47	3	255	1808,55			0,25	11	85	85	0	0	127	0,4	2022	164	3723	9,55	6	13	1,48	9	745,44	-37	11	-42	-33	-6	30	-7	1,05	1,04	98	16	20	32	23	12	15	19	3	15849	3,13	23848	2,37	
2014-03-25T18:00:18	2	1024	12082	399,36	2	505640	46,52	3	255	1812,76			0,25	11	85	85	0	0	121	0,4	2023	163	3542	9,65	6	15	1,37	10	705,29	-37	12	-41	-34	-5	31	-7	1,05	1,02	78	18	24	36	23	13	15	19	3	16902	3,34	25913	2,57	
2014-03-25T19:00:06	2	1024	13115	397,5	2	505624	46,21	3	255	1755,34			0,25	11	85	85	0	0	129	0,4	2022	163	3661	9,72	7	14	1,4	11	763,62	-37	12	-42	-33	-5	32	-5	1,05	1,03	75	17	21	44	22	13	15	20	3	15751	3,12	24116	2,39	
2014-03-25T20:00:06	2	1024	14352	398,05	2	505584	46,33	3	255	1773,12			0,25	11	85	85	0	0	119	0,4	2022	162	2359	9,5	7	13	1,39	9	443,24	-37	18	-40	-34	7	33	-2	1,07	1,21	67	119	19	21	23	13	14	17	3	13668	2,7	21071	2,09	
2014-03-25T21:00:30	2	1024	12198	397,19	2	505552	46,22	3	255	1752,75			0,25	11	85	85	0	0	104	0,4	2022	162	2976	9,59	6	12	1,15	10	577,41	-37	14	-41	-34	2	28	0	1,04	1,16	175	19	20	29	31	12	15	19	3	16216	3,21	25142	2,49	
2014-03-25T22:00:06	2	1024	11630	397,65	2	505480	46,36	3	255	1764,1			0,25	11	85	85	0	0	97	0,4	2022	161	3163	9,52	6	12	1,28	10	593,65	-37	16	-41	-34	3	32	-4	1,06	1,16	130	19	26	30	21	12	15	19	3	15102	2,99	22246	2,21	
2014-03-25T23:00:06	2	1024	11433	398,99	2	505408	46,76	3	255	1790,1			0,25	11	85	85	0	0	128	0,4	2022	160	2268	9,58	6	17	1,52	10	439,39	-37	19	-41	-34	10	33	6	1,05	1,08	118	48	21	23	23	14	15	17	3	14640	2,9	21489	2,13	
2014-03-26T00:00:06	2	1024	14303	398,87	2	505351	46,88	3	255	1807,48			0,25	11	85	85	0	0	134	0,4	2021	160	2712	9,88	7	13	1,01	10	576	-37	16	-41	-34	3	33	-6	1,07	1,01	146	22	21	44	24	12	16	20	3	15187	3,01	24462	2,43	
2014-03-26T01:00:06	1	1024	12612	400,98	2	505256	47,28	3	255	1835,98			0,25	11	85	85	0	0	120	0,4	2021	159	5660	8,16	3	19	4,52	10	711,09	-64	-4	-75	-54	-36	17	15	1,12	1,62	62	33	18	39	15	19	14	18	2	12243	2,42	19409	1,93	
2014-03-26T02:00:06	1	1024	14976	402,12	2	505120	47,61	3	255	1855,01			0,25	11	85	85	0	0	107	0,4	2020	159	5736	8,13	3	19	4,54	11	723,44	-64	-3	-74	-53	-34	17	16	1,12	1,56	26	39	20	41	14	18	14	17	2	12783	2,53	20388	2,02	
2014-03-26T03:00:06	1	1024	11589	401,28	2	505080	47,72	3	255	1855,47			0,25	11	85	85	0	0	131	0,4	2020	158	5619	8,23	3	19	4,6	10	626,42	-64	-3	-74	-54	-33	17	16	1,12	1,46	25	27	23	36	14	17	14	17	2	12660	2,51	19402	1,93	
2014-03-26T04:00:06	2	1024	11164	399,75	2	505040	47,67	4	255	1843,06			0,25	11	85	85	0	0	124	0,4	2020	158	2139	10,07	7	13	1,06	11	547,61	-37	20	-41	-35	6	35	-4	1,08	1,01	155	20	24	36	24	12	16	18	3	14514	2,87	21221	2,11	
2014-03-26T05:00:06	1	1024	10620	398,86	2	504928	47,59	3	255	1833,33			0,25	11	85	85	0	0	137	0,4	2020	157	5440	8,35	3	21	4,83	11	651,49	-64	-1	-74	-54	-31	19	13	1,08	1,47	77	36	20	28	16	16	14	18	2	12225	2,42	17956	1,78	
2014-03-26T06:00:06	1	1024	13570	398,84	2	504888	47,63	4	255	1847,31			0,25	11	85	85	0	0	116	0,4	2020	157	5348	8,41	4	27	5,08	10	606	-64	0	-74	-54	-31	19	14	1,1	1,44	58	41	22	28	15	16	14	17	2	12061	2,39	18318	1,82	
2014-03-26T07:00:06	2	1024	15234	400,51	2	504880	47,89	4	255	1889,84			0,25	11	85	85	0	0	139	0,4	2020	156	2200	10,19	7	18	1,03	11	557,41	-41	-5	-46	-35	-17	2	6	1,02	1,18	23	23	38	36	15	10	21	17	3	14603	2,89	20848	2,07	
2014-03-26T08:00:06	1	1024	13173	402,37	2	504880	48,09	4	255	1919,62			0,25	12	85	85	0	0	178	0,4	2020	155	6591	9,2	4	29	6,06	12	868,39	-63	1	-76	-51	-30	27	9	1,04	1,82	67	28	18	45	21	15	13	20	2	20698	4,1	31260	3,11	
2014-03-26T09:00:06	1	1024	15065	403,08	2	504888	48,32	5	255	1917,14			0,25	12	85	85	0	0	216	0,4	2020	155	6086	9,23	5	32	6,72	12	649,07	-64	2	-76	-54	-29	28	8	1,03	1,47	70	24	18	58	21	15	13	21	2	21656	4,29	31926	3,17	
2014-03-26T10:00:06	1	1024	16115	402,82	2	504928	48,4	5	255	1926,65			0,25	12	85	85	0	0	180	0,4	2020	154	6022	9,22	5	24	6	12	704,51	-64	2	-74	-54	-29	29	7	1,02	1,39	55	31	18	48	21	15	13	19	2	22338	4,42	30971	3,08	
2014-03-26T11:00:06	1	1024	14992	400,82	2	505056	48,15	5	255	1873,19			0,25	12	85	85	0	0	171	0,4	2020	154	6120	9,34	5	28	5,67	12	835,08	-64	4	-74	-55	-27	46	1	1,02	1,37	29	31	20	36	17	15	13	20	2	22448	4,44	30877	3,07	
2014-03-26T12:00:06	1	1024	12394	399,18	2	505080	47,98	5	255	1852,69			0,25	11	85	85	0	0	147	0,4	2020	153	4679	8,75	5	41	4,59	11	609,31	-64	3	-72	-55	-27	29	9	1,03	1,33	57	29	19	49	20	14	12	18	2	12665	2,51	17915	1,78	
2014-03-26T13:00:30	2	1024	11463	398,67	2	505120	47,96	5	255	1870,84			0,25	11	85	85	0	0	138	0,4	2020	153	2041	10,08	7	15	0,93	11	420,56	-40	0	-46	-34	-7	6	10	1,01	1,19	24	20	41	22	13	13	23	14	3	15479	3,06	21799	2,16	
2014-03-26T14:00:06	1	1024	13956	398,33	2	505192	47,9	5	255	1864,59			0,25	11	85	85	0	0	146	0,4	2021	152	4720	8,85	5	28	4,07	10	602,14	-64	4	-72	-55	-26	31	8	1,02	1,55	68	19	19	38	21	13	12	18	2	12818	2,54	19722	1,96	
2014-03-26T15:00:06	1	1024	15812	398,45	2	505256	47,95	5	255	1862,91			0,25	11	85	85	0	0	164	0,4	2021	152	4636	8,87	5	21	3,5	11	620,52	-64	5	-72	-56	-25	32	8	1,02	1,33	94	20	25	52	21	13	13	19	2	12923	2,56	18068	1,79	
2014-03-26T16:00:06	2	1024	12565	397,62	2	505296	48,09	5	255	1846,64			0,25	12	85	85	0	0	163	0,4	2021	151	2537	10,64	8	15	1,37	12	407,1	-40	2	-48	-33	-5	8	104	1	1,2	28	26	45	30	14	12	26	14	3	19740	3,91	27765	2,76	
2014-03-26T17:00:06	1	1024	11165	396,41	2	505328	47,86	5	255	1830,99			0,25	11	85	85	0	0	146	0,4	2021	151	4536	9	5	22	3,03	11	684,91	-64	7	-72	-56	-24	44	5	1,01	1,53	30	19	34	35	14	13	14	19	2	11058	2,19	14930	1,48	
2014-03-26T18:00:18	1	1024	10347	396,17	2	505352	47,95	5	255	1853,14			0,25	11	85	85	0	0	135	0,4	2021	150	4496	9,1	6	24	3,15	11	673,15	-64	8	-71	-56	-24	42	7	1,01	1,15	34	21	35	34	15	12	14	18	2	11246	2,23	14194	1,41	
2014-03-26T19:00:06	2	1024	11306	397,6	2	505328	48,34	5	255	1895,95			0,25	12	85	85	0	0	177	0,4	2021	149	2279	10,56	7	15	1,27	10	330,09	-40	4	-48	-33	-1	9	103	1	1,2	33	21	38	22	14	14	24	14	3	16560	3,28	20477	2,03	
2014-03-26T20:00:06	2	1024	14912	398,31	2	505296	48,38	6	255	1900,15			0,25	12	85	85	0	0	158	0,4	2021	149	2302	10,49	7	15	1,37	11	353,89	-40	5	-48	-33	0	10	104	1	1,2	39	20	44	28	14	14	25	14	3	16550	3,28	19614	1,95	
2014-03-26T21:00:30	2	1024	13979	398,38	2	505256	48,38	6	255	1871,97			0,25	12	85	85	0	0	163	0,4	2021	148	2270	10,5	8	13	1,28	11	322,43	-40	6	-48	-33	1	10	101	1	1,2	27	19	42	18	13	14	25	15	3	17494	3,46	22616	2,25	
